instnm,city,stabbr,zip,latitude,longitude,adm_rate,sat_mid_read,sat_mid_math,act_mid_cumulative,act_mid_english,act_mid_math,act_mid_writing,sat_avg,ug_enrol,nprice_pub_cat1,nprice_pub_cat2,nprice_pub_cat3,nprice_pub_cat4,nprice_pub_cat5,nprice_pvt_cat1,nprice_pvt_cat2,nprice_pvt_cat3,nprice_pvt_cat4,nprice_pvt_cat5,avg_cost_attendance,completion_rate,grad_debt_median,grad_debt_med_LY,grad_debt_med_MY,grad_debt_med_HY,female,married,avg_familyincome,median_householdincome,median_earn_aftr6yr,number_gradstudent,zipcode,own_sc_low,parent_sc_low,own_sc_high,parent_sc_high,merge1
SUNY College of Environmental Science and Forestry,Syracuse,NY,13210,43.034765,-76.138724,0.6017,610,605,27,26,26,NULL,1237,1714,13190,17245,21638,22634,27218,NULL,NULL,NULL,NULL,NULL,29680,0.772,12000,12923,12000,14000,0.4697802198,PrivacySuppressed,82100.778846,63414.84,46306,373,13210,1.6432101,1.37309,1.72174,1.3925101,matched (3)
SUNY College of Optometry,New York,NY,10036-8003,40.754465,-73.982236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.696969697,PrivacySuppressed,6264.5606061,75449.19,NULL,402,10036,,,,,master only (1)
SUNY College of Technology at Alfred,Alfred,NY,14802,42.255262,-77.794632,0.7172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3651,13416,15252,18893,19701,22636,NULL,NULL,NULL,NULL,NULL,25043,0.5806,15000,11886,12000,12000,0.3602362205,0.0330708661,55494.981102,55015.93,39809,NULL,14802,1.41206,1.0125901,1.5000401,1.0514801,matched (3)
SUNY College of Technology at Canton,Canton,NY,13617-1098,44.604096,-75.182906,0.8301,510,515,20,18,20,NULL,1029,3033,9826,12175,16849,17304,20755,NULL,NULL,NULL,NULL,NULL,23026,0.4091,20000,12459,12200,12000,0.5713580247,0.089382716,48834.994568,48556.69,35581,NULL,13617,1.34259,.91961002,1.46445,.97934002,matched (3)
SUNY College of Technology at Delhi,Delhi,NY,13753-1100,42.269859,-74.924612,0.6488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2959,11552,13832,17583,18259,22353,NULL,NULL,NULL,NULL,NULL,24486,0.429,15250,12387,12000,12000,0.5075829384,0.0563981043,53011.510427,58633.06,37021,101,13753,1.45927,1.06378,1.58708,1.15759,matched (3)
SUNY Cortland,Cortland,NY,13045-0900,42.598022,-76.188655,0.522,580,580,24,22,24,NULL,1164,6243,11654,14525,18700,19429,23213,NULL,NULL,NULL,NULL,NULL,25585,0.6731,21500,18750,17500,17750,0.5403552509,0.0112184481,83994.887816,68027.03,47289,576,13045,1.75675,1.4982899,1.82715,1.55213,matched (3)
SUNY Downstate Health Sciences University,Brooklyn,NY,11203-2098,40.653855,-73.945535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12500,12500,12500,11836,0.7967479675,0.2113821138,43626.288618,63618.17,89631,1931,11203,,,,,master only (1)
SUNY Empire State College,Saratoga Springs,NY,12866-4391,43.077283,-73.782484,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8221,10978,13359,14519,15126,NULL,NULL,NULL,NULL,NULL,NULL,19726,0.2703,19146,11000,12758,12500,0.7136555043,0.2749147784,35454.167034,59452.57,42646,1579,12866,,,,,master only (1)
SUNY Maritime College,Throggs Neck,NY,10465-4198,40.807217,-73.795309,0.7271,570,580,24,NULL,NULL,NULL,1153,1508,11451,14501,19992,21855,24524,NULL,NULL,NULL,NULL,NULL,26864,0.7221,23250,15750,19000,19002,0.1261261261,0.0198198198,98243.873874,80060.6,76793,160,10465,1.7312599,1.56436,1.7520601,1.5966901,matched (3)
SUNY Morrisville,Morrisville,NY,13408,42.893962,-75.640583,0.7672,480,480,21,19,21,NULL,973,2418,15062,17133,20871,22345,25641,NULL,NULL,NULL,NULL,NULL,27687,0.3787,18500,11000,12000,12000,0.4966793169,0.0370018975,53059.158444,55475.93,32462,NULL,13408,1.39854,.98802,1.52964,1.06375,matched (3)
SUNY Oneonta,Oneonta,NY,13820-4015,42.468861,-75.063632,0.6295,510,506,22,21,21,NULL,1034,6178,11696,14199,18271,19536,23604,NULL,NULL,NULL,NULL,NULL,25628,0.7561,19500,14750,15000,15000,0.6084758942,0.0050544323,84433.298989,67183.32,45227,528,13820,1.75811,1.37459,1.83839,1.47569,matched (3)
SUNY Polytechnic Institute,Utica,NY,13502,43.137701,-75.229841,0.733,570,605,25,26,28,NULL,1177,2097,8325,11506,15239,16808,19408,NULL,NULL,NULL,NULL,NULL,23194,0.536,17750,11000,13000,13000,0.3591212989,0.070678128,62246.655205,53376.47,46796,805,13502,1.61484,1.2649601,1.68937,1.29545,matched (3)
SUNY at Albany,Albany,NY,12222,42.685489,-73.824662,0.5715,585,585,25,NULL,NULL,NULL,1177,13051,12489,15864,19727,20959,24733,NULL,NULL,NULL,NULL,NULL,26563,0.65,20000,16884,15000,15000,0.5287925697,0.0145510836,64043.188235,70013.16,48562,4506,12222,1.71884,1.29848,1.8346,1.41548,matched (3)
SUNY at Fredonia,Fredonia,NY,14063-1136,42.452236,-79.337375,0.7225,555,550,23,NULL,NULL,NULL,1112,3829,10026,12501,15292,16697,19721,NULL,NULL,NULL,NULL,NULL,23327,0.6245,23300,13000,14454,18250,0.6082425391,0.0080530554,71012.387494,60720.74,40138,202,14063,1.56576,1.31888,1.67448,1.37613,matched (3)
SUNY at Purchase College,Purchase,NY,10577-1400,41.047223,-73.701955,0.737,610,580,27,30,25,NULL,1213,3528,13899,17483,18347,16305,24176,NULL,NULL,NULL,NULL,NULL,27991,0.6129,21575,16799,15375,15250,0.588863892,0.0140607424,71374.607424,76919.71,36644,85,10577,1.80257,1.42766,1.84343,1.47593,matched (3)
Sacred Heart Major Seminary,Detroit,MI,48206-1799,42.375248,-83.111682,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,253,NULL,NULL,NULL,NULL,NULL,NULL,28637,NULL,NULL,9644,36882,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31381.478261,73787.59,34023,165,48206,,,,,master only (1)
Sacred Heart Seminary and School of Theology,Franklin,WI,53132,42.910829,-88.04438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,53132,,,,,master only (1)
Sacred Heart University,Fairfield,CT,06825-1000,41.220893,-73.243332,0.6553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6356,NULL,NULL,NULL,NULL,NULL,36454,35484,39777,43387,44236,61591,0.7256,25561,17640,19500,21420,0.6625905797,0.0267210145,122875.42437,87263.76,53558,2896,6825,1.8163,1.6303999,1.89417,1.64432,matched (3)
Saginaw Valley State University,University Center,MI,48710,43.51176,-83.964273,0.8946,545,535,22,22,21,NULL,1086,6953,10424,11674,14265,16786,17896,NULL,NULL,NULL,NULL,NULL,22353,0.4788,25601,18250,19000,17500,0.6005639098,0.0510651629,62000.528195,57827.75,38904,825,48710,1.3802,1.06909,1.6540101,1.17926,matched (3)
Saint Ambrose University,Davenport,IA,52803-2898,41.54065,-90.579854,0.7384,535,540,23,22,22,NULL,1110,2299,NULL,NULL,NULL,NULL,NULL,20729,23031,25717,26406,28322,46894,0.6404,25000,18750,19000,19500,0.595194085,0.0554528651,80263.644177,63314.56,46441,698,52803,1.7156301,1.3463399,1.83881,1.38362,matched (3)
Saint Anselm College,Manchester,NH,03102-1310,42.986889,-71.503622,0.7615,620,600,28,30,25,NULL,1230,2015,NULL,NULL,NULL,NULL,NULL,16615,23615,22890,29779,36946,61163,0.8356,27000,27000,25000,26999,0.6028537455,PrivacySuppressed,134803.11772,81185.61,53773,NULL,3102,1.79651,1.52527,1.8615,1.56257,matched (3)
Saint Anthony College of Nursing,Rockford,IL,61114,42.310147,-88.991968,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36624,39624,NULL,21250,22000,19625,15000,0.8524590164,0.2459016393,50551.901639,71060.04,63032,81,61114,,,,,master only (1)
Saint Augustine's University,Raleigh,NC,27610-2298,35.785468,-78.621301,0.6733,435,425,14,12,15,NULL,842,953,NULL,NULL,NULL,NULL,NULL,18229,18419,21646,23017,25255,32073,0.191,31000,15000,14250,16000,0.435483871,PrivacySuppressed,30328.022849,57856.71,26339,NULL,27610,1.10922,.74283999,1.21766,.76134998,matched (3)
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,39.99133,-75.255675,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,NULL,NULL,NULL,NULL,NULL,31407,NULL,NULL,NULL,37552,41324,0.5385,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,73195.107143,58077.31,NULL,141,19096,,,,,master only (1)
Saint Cloud State University,Saint Cloud,MN,56301-4498,45.553227,-94.152657,0.7322,550,575,21,21,21,7,1087,7210,10348,10825,13140,17440,18761,NULL,NULL,NULL,NULL,NULL,19635,0.4481,21500,14895,13379,15000,0.5498132005,0.0512660855,64449.019303,66422.48,43406,1654,56301,1.63271,1.1625201,1.76925,1.2209899,matched (3)
Saint Edward's University,Austin,TX,78704-6489,30.229618,-97.754998,0.9131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3009,NULL,NULL,NULL,NULL,NULL,20660,20290,24710,30733,35038,61707,0.6712,25000,21650,21500,17890,0.6216216216,0.0408548083,70504.140792,71197.81,44592,577,78704,1.74544,1.39788,1.86184,1.5055,matched (3)
Saint Elizabeth University,Morristown,NJ,07960,40.78182,-74.438221,0.7538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,754,NULL,NULL,NULL,NULL,NULL,14840,17620,25824,30057,29382,51068,0.5106,22250,12500,12829,12725,0.7902439024,0.1097560976,43968.470732,82332.62,39145,486,7960,1.47474,,1.64562,,matched (3)
Saint Francis Medical Center College of Nursing,Peoria,IL,61603-3783,40.701241,-89.590322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15000,18750,15000,11250,0.8972972973,0.172972973,54967.07027,61006.71,57715,182,61603,,,,,matched (3)
Saint Francis University,Loretto,PA,15940,40.506734,-78.63904,0.5935,565,550,24,24,23,NULL,1134,1657,NULL,NULL,NULL,NULL,NULL,21230,23249,26477,31252,33384,54101,0.625,27000,22361,26950,27000,0.644993498,0.0676202861,82552.954486,55181.27,49438,490,15940,1.61933,1.18457,1.74386,1.26749,matched (3)
Saint John Fisher College,Rochester,NY,14618-3597,43.116259,-77.513056,0.6841,565,585,25,23,24,NULL,1161,2679,NULL,NULL,NULL,NULL,NULL,17990,24342,26544,29615,32998,49242,0.7181,23250,21500,19875,19500,0.6097222222,0.0319444444,87625.636806,63735.93,51635,920,14618,1.64384,1.40101,1.7324899,1.4184,matched (3)
Saint John's Seminary,Brighton,MA,02135-3846,42.344146,-71.161998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,83,2135,,,,,master only (1)
Saint Johns River State College,Palatka,FL,32177,29.647516,-81.681387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4159,5625,3580,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10917,0.4205,12375,10500,8562,5500,0.6574257426,0.1497029703,32865.571089,56485.29,30421,NULL,32177,.93595999,.94064999,1.15363,1.0336601,matched (3)
Saint Johns University,Collegeville,MN,56321,45.580075,-94.393621,0.8138,540,530,25,23,25,8,1193,1564,NULL,NULL,NULL,NULL,NULL,15314,16058,19658,25639,30928,59972,0.7444,27000,20750,25000,23142,PrivacySuppressed,PrivacySuppressed,112920.98399,71469.52,56662,99,56321,,,,,master only (1)
Saint Joseph Seminary College,St. Benedict,LA,70457,30.526778,-90.113621,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,NULL,NULL,NULL,NULL,NULL,26443,34725,32550,NULL,NULL,38070,0.625,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,41037,50129.91,NULL,NULL,70457,,,,,master only (1)
Saint Joseph's College of Maine,Standish,ME,04084-5236,43.826314,-70.483373,0.8673,400,546,22,22,20,7,1081,1151,NULL,NULL,NULL,NULL,NULL,23364,22844,24573,27593,31113,52614,0.5894,27000,12500,17390,22065,0.6390041494,0.0940525588,79959.948824,63952.22,47687,638,4084,1.64074,1.2922,1.7440799,1.3062,matched (3)
Saint Joseph's University,Philadelphia,PA,19131-1395,39.994442,-75.238343,0.8007,605,590,26,NULL,NULL,NULL,1205,4217,NULL,NULL,NULL,NULL,NULL,24313,23963,26825,30232,37803,63223,0.8091,25000,21500,23546,19500,0.5929844098,0.0356347439,130361.0206,79940.44,61613,2480,19131,1.84517,1.67941,1.89586,1.70047,matched (3)
Saint Leo University,Saint Leo,FL,33574-6665,28.336776,-82.257801,0.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6745,NULL,NULL,NULL,NULL,NULL,17060,17191,18084,20446,22866,38890,0.5049,25735,12500,16750,15875,0.6721270161,0.2613407258,31623.866431,58178.62,38661,2887,33574,,,,,master only (1)
Saint Louis Christian College,Florissant,MO,63033,38.775771,-90.294569,0.7027,NULL,NULL,20,20,19,NULL,1020,72,NULL,NULL,NULL,NULL,NULL,10358,NULL,14355,NULL,11220,24180,0.5455,PrivacySuppressed,PrivacySuppressed,6485,PrivacySuppressed,0.2931034483,0.1724137931,39810.431034,59406.69,30095,NULL,63033,,,,,matched (3)
Saint Louis University,Saint Louis,MO,63103-2097,38.636801,-90.2351,0.5554,630,635,28,30,27,NULL,1299,7304,NULL,NULL,NULL,NULL,NULL,15136,16755,19225,24055,31815,61975,0.7927,25000,20531,20819,20500,0.6241106719,0.0529644269,101081.31225,72169.74,53847,4506,63103,1.63879,1.52596,1.8580199,1.579,matched (3)
Saint Martin's University,Lacey,WA,98503-7500,47.041068,-122.816354,0.9419,525,520,20,19,19,NULL,1043,1377,NULL,NULL,NULL,NULL,NULL,17625,19743,21034,26114,27884,52603,0.6144,22933,18000,15297,15750,0.5875216638,0.1750433276,61131.963605,61347.58,47115,244,98503,1.64142,1.30446,1.6806,1.3227,matched (3)
Saint Mary's College,Notre Dame,IN,46556,41.707274,-86.256947,0.8151,595,569,25,26,23,NULL,1189,1412,NULL,NULL,NULL,NULL,NULL,12063,13997,16625,22919,34127,58956,0.8069,27000,18546,22000,25634,PrivacySuppressed,PrivacySuppressed,107245.79967,72879.94,49118,143,46556,1.68669,1.48883,1.8482701,1.53988,matched (3)
Saint Mary's College of California,Moraga,CA,94575,37.840731,-122.109031,0.7731,585,577,25,25,23,8,1174,2461,NULL,NULL,NULL,NULL,NULL,28783,30065,28773,33709,44250,69071,0.7334,24000,23780,20414,19299,0.629740519,0.0289421158,97154.224551,84232.87,57421,971,94575,1.82329,1.50367,1.86965,1.5958101,matched (3)
Saint Mary's University of Minnesota,Winona,MN,55987-1399,44.044736,-91.695449,0.841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1315,NULL,NULL,NULL,NULL,NULL,15801,16493,18683,20611,24841,49200,0.6168,20832,12498,15685,16750,0.5970744681,0.1409574468,72565.240691,70833.22,47010,3823,55987,1.71069,1.33453,1.82427,1.33436,matched (3)
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,47876-1099,39.508546,-87.463791,0.7123,520,505,20,18,19,NULL,1026,746,NULL,NULL,NULL,NULL,NULL,10384,11678,16315,22327,20962,42591,0.5309,19500,11950,13315,15250,0.9131455399,0.2605633803,46756.570423,56558.81,33202,338,47876,1.55671,1.0606101,1.6217999,1.04878,matched (3)
Saint Meinrad School of Theology,St. Meinrad,IN,47577,38.165546,-86.810388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,176,47577,,,,,master only (1)
Saint Michael's College,Colchester,VT,05439,44.494558,-73.167069,0.8781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1501,NULL,NULL,NULL,NULL,NULL,22784,25433,25096,27229,33747,61892,0.7452,26472,19500,20500,21602,0.6151515152,PrivacySuppressed,127091.82576,75427.87,42782,187,5439,1.78959,1.4648499,1.85892,1.4978499,matched (3)
Saint Norbert College,De Pere,WI,54115-2099,44.44483,-88.067812,0.8425,555,565,25,24,24,8,1211,1859,NULL,NULL,NULL,NULL,NULL,22363,19840,21825,26226,30484,51383,0.7257,26912,22710,23750,21563,0.5704989154,PrivacySuppressed,97589.061822,71321.9,44901,72,54115,1.70286,1.36103,1.8231601,1.36077,matched (3)
Saint Paul School of Theology,Leawood,KS,66224,38.880458,-94.641277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,101,66224,,,,,master only (1)
Saint Peter's University,Jersey City,NJ,07306-5997,40.727105,-74.071541,0.8464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2124,NULL,NULL,NULL,NULL,NULL,11245,12000,16255,20398,24693,47570,0.5509,21417,15100,15750,20500,0.6389891697,0.0397111913,44600.262816,63508.52,42756,842,7306,1.62686,.92771,1.74105,1.01601,matched (3)
Saint Vincent College,Latrobe,PA,15650-2690,40.29265,-79.403762,0.7212,540,535,23,24,21,NULL,1090,1432,NULL,NULL,NULL,NULL,NULL,15105,17606,19682,21692,26022,50140,0.735,27000,22875,24250,24962,0.448840382,PrivacySuppressed,90798.609823,54143.22,44550,172,15650,1.53967,1.25085,1.72106,1.26176,matched (3)
Saint Vincent Seminary,Latrobe,PA,15650-2690,40.29265,-79.403762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27000,22875,24250,24962,0.448840382,PrivacySuppressed,90798.609823,54143.22,44550,54,15650,,,,,master only (1)
Saint Vincent de Paul Regional Seminary,Boynton Beach,FL,33436-4899,26.516538,-80.125185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142,33436,,,,,master only (1)
Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,10707-1699,40.969393,-73.824358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,PrivacySuppressed,NULL,79,10707,,,,,master only (1)
Saint Xavier University,Chicago,IL,60655,41.707199,-87.714749,0.79,515,520,21,21,21,8,1048,3066,NULL,NULL,NULL,NULL,NULL,9716,10429,13036,17326,18818,41360,0.5565,23517,15878,18760,17750,0.6649061033,0.0334507042,49967.736502,69054.28,45411,684,60655,1.62351,1.16058,1.77081,1.27623,matched (3)
Salem College,Winston-Salem,NC,27101,36.086271,-80.241297,0.8463,560,517,20,20,19,NULL,1061,456,NULL,NULL,NULL,NULL,NULL,16577,17459,17645,25263,24675,44461,0.66,27000,19500,21000,21250,PrivacySuppressed,0.0995934959,48672.428862,59058,35551,144,27101,1.40284,.92794001,1.5068901,.97276002,matched (3)
Salem State University,Salem,MA,01970,42.503575,-70.890234,0.8675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5293,14560,16668,18141,21401,24305,NULL,NULL,NULL,NULL,NULL,26423,0.5936,25000,19695,19202,17913,0.6470921986,0.0468085106,62196.328794,71187,46526,1526,1970,1.7391599,1.30853,1.8257101,1.3607,matched (3)
Salisbury University,Salisbury,MD,21801-6862,38.34648,-75.604815,0.7762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7023,9719,14361,18252,21732,23211,NULL,NULL,NULL,NULL,NULL,25057,0.686,21500,15299,15000,16826,0.5956829897,0.0286726804,84472.395619,77177.93,47391,974,21801,1.6689301,1.5617501,1.78122,1.62093,matched (3)
Salish Kootenai College,Pablo,MT,59855,47.598592,-114.111635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,662,5014,7798,5619,6388,NULL,NULL,NULL,NULL,NULL,NULL,13476,0.5851,13043,8750,PrivacySuppressed,PrivacySuppressed,0.5717391304,0.1652173913,18080.123913,38152.14,24345,NULL,59855,.44308999,,.59951001,,matched (3)
Salus University,Elkins Park,PA,19027-6262,40.085774,-75.129511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7450199203,0.0836653386,12899.912351,63421.69,NULL,1280,19027,,,,,master only (1)
Salve Regina University,Newport,RI,02840-4192,41.471545,-71.30124,0.7462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2141,NULL,NULL,NULL,NULL,NULL,27410,27108,29660,32019,36861,61072,0.7592,27000,25000,27000,26000,0.7141403866,PrivacySuppressed,113760.66328,81126.67,47306,621,2840,1.81432,1.50361,1.8733799,1.54547,matched (3)
Sam Houston State University,Huntsville,TX,77340,30.714738,-95.546205,0.925,530,515,21,22,20,NULL,1051,18811,11210,12289,14927,19747,21338,NULL,NULL,NULL,NULL,NULL,22885,0.5778,22020,17500,16987,15000,0.6614142466,0.0694100794,54799.381039,63900.24,42076,3101,77340,1.58166,1.35816,1.751,1.4557101,matched (3)
Samford University,Birmingham,AL,35229-2240,33.464128,-86.791799,0.8399,590,560,26,28,24,NULL,1219,3573,NULL,NULL,NULL,NULL,NULL,22241,22460,31029,30523,32820,49634,0.772,19727,18500,17448,15125,0.6588785047,0.0432242991,108313.94042,69602.13,45778,2153,35229,1.7046601,1.60338,1.82348,1.64492,matched (3)
Samuel Merritt University,Oakland,CA,94609,37.82029,-122.266331,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20389,20389,20825,18750,0.8061041293,0.21005386,52788.881508,83323.75,124182,1314,94609,,,,,matched (3)
San Diego Christian College,Santee,CA,92071,32.842404,-116.978112,0.4967,500,499,21,21,21,8,1016,449,NULL,NULL,NULL,NULL,NULL,28880,34352,37075,35055,30512,47755,0.55,23000,17000,14500,12268,0.5431235431,0.2004662005,50387.284382,66943.92,34669,48,92071,1.6151299,,1.68689,,matched (3)
San Diego Mesa College,San Diego,CA,92111-4998,32.803825,-117.169165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17661,4672,5543,8272,9707,11466,NULL,NULL,NULL,NULL,NULL,13223,0.2871,5625,4500,3500,3500,0.5331202273,0.1182738412,22328.592257,61989.59,33779,NULL,92111,1.22735,1.0717601,1.41391,1.16758,matched (3)
San Diego State University,San Diego,CA,92182-0001,32.77525,-117.071228,0.367,595,600,26,26,24,NULL,1207,31293,7169,9274,14698,18957,22318,NULL,NULL,NULL,NULL,NULL,23367,0.7596,15000,12498,12500,14998,0.5842020419,0.0585706609,53802.048469,68953.33,48314,4843,92182,1.63794,1.37872,1.81708,1.55114,matched (3)
San Francisco Art Institute,San Francisco,CA,94133-2299,37.803575,-122.417,0.9467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,40409,34969,NULL,NULL,48648,70023,0.3924,25000,14875,15226,12000,0.5833333333,PrivacySuppressed,63636.275641,72969.6,32369,15,94133,,,,,matched (3)
San Francisco Bay University,Fremont,CA,94539,37.477991,-121.925953,0.4615,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,94539,,,,,master only (1)
San Francisco Conservatory of Music,San Francisco,CA,94102-6011,37.775543,-122.420292,0.4562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243,NULL,NULL,NULL,NULL,NULL,31529,38771,45908,32635,41385,69135,0.6923,26835,PrivacySuppressed,PrivacySuppressed,12000,0.3728813559,PrivacySuppressed,69823.559322,74879.37,31843,167,94102,,,,,matched (3)
San Francisco State University,San Francisco,CA,94132,37.721224,-122.476799,0.8409,520,510,20,19,19,NULL,1030,23411,10705,11862,16065,20159,23493,NULL,NULL,NULL,NULL,NULL,24513,0.5521,15369,12500,12500,12934,0.5840236686,0.0309664694,43129.310947,77495.51,50184,3325,94132,1.7986,1.23326,1.8589,1.45046,matched (3)
San Joaquin College of Law,Clovis,CA,93612-1312,36.82448,-119.697657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,PrivacySuppressed,NULL,183,93612,,,,,master only (1)
